nom_prot regne type milieu
AcamarTOPa_M_B B TOP M 
AcamarTOPb_M_B B TOP M 
AcibooRGz_T_A A RG T 
AcibooTOPz_T_A A TOP T 
AcicapTOPz_M_B B TOP M 
AcicelTOPz_T_B B TOP T 
AciferTOPa_M_B B TOP M 
AciferTOPb_M_B B TOP M 
AciferTOPc_M_B B TOP M 
AciferTOPz_T_B B TOP T 
AcihosRGa_X_A A RG X 
AcihosRGb_X_A A RG X 
AcihosTOPz_X_A A TOP X 
AcisacRGz_T_A A RG T 
AcisacTOPz_T_A A TOP T 
AerperRGa_T_A A RG T 
AerperRGb_T_A A RG T 
AerperTOPz_T_A A TOP T 
AersalTOPa_M_B B TOP M 
AersalTOPb_M_B B TOP M 
AkkmucTOPz_M_B B TOP M 
AlcborTOPz_M_B B TOP M 
AmicolTOPz_M_B B TOP M 
AnathmTOPz_X_B B TOP X 
AquaeoRGa_T_B B RG T 
AquaeoRGb_T_B B RG T 
AquaeoTOPz_T_B B TOP T 
ArathaTOPa_M_E E TOP M 
ArathaTOPb_M_E E TOP M 
ArathaTOPc_M_E E TOP M 
ArcfulRGz_T_A A RG T 
ArcfulTOPz_T_A A TOP T 
ArcproRGz_T_A A RG T 
ArcproTOPz_T_A A TOP T 
ArcvenRGz_T_A A RG T 
ArcvenTOPz_T_A A TOP T 
AroaroTOPa_M_B B TOP M 
AroaroTOPb_M_B B TOP M 
ArtplaTOPz_M_B B TOP M 
AtoparTOPz_M_B B TOP M 
BacantTOPa_M_B B TOP M 
BacantTOPb_M_B B TOP M 
BacantTOPc_M_B B TOP M 
BaccerTOPa_M_B B TOP M 
BaccerTOPb_M_B B TOP M 
BaccerTOPc_M_B B TOP M 
BacfraTOPa_M_B B TOP M 
BacfraTOPb_M_B B TOP M 
BacfraTOPc_M_B B TOP M 
BacsubTOPa_M_B B TOP M 
BacsubTOPb_M_B B TOP M 
BarbacTOPz_M_B B TOP M 
BaucicTOPz_X_B B TOP X 
BorburTOPz_M_B B TOP M 
BruaboTOPz_M_B B TOP M 
CaeeleTOPz_M_E E TOP M 
CalmaqRGz_T_A A RG T 
CalmaqTOPz_T_A A TOP T 
CalsacRGz_T_B B RG T 
CalsacTOPz_T_B B TOP T 
CamjejTOPz_M_B B TOP M 
CammedRGz_T_B B RG T 
CammedTOPz_T_B B TOP T 
CanalbTOPz_M_E E TOP M 
ChlaetTOPz_M_E E TOP M 
ChlaurTOPz_T_B B TOP T 
ChllimTOPz_M_B B TOP M 
ChlpneTOPz_X_B B TOP X 
ChrvioTOPz_M_B B TOP M 
CloperTOPa_M_B B TOP M 
CloperTOPb_M_B B TOP M 
CloperTOPc_M_B B TOP M 
CloperTOPd_M_B B TOP M 
ClotheTOPz_T_B B TOP T 
CordipTOPz_M_B B TOP M 
CoxburTOPz_M_B B TOP M 
CrigriTOPz_M_E E TOP M 
CryneoTOPz_M_E E TOP M 
CupnecTOPz_X_B B TOP X 
Cyasp.TOPa_M_B B TOP M 
Cyasp.TOPb_M_B B TOP M 
DaucarTOPz_M_E E TOP M 
DehlykTOPz_M_B B TOP M 
Dehsp.TOPz_M_B B TOP M 
DeigeoTOPz_M_B B TOP M 
DeiradTOPz_M_B B TOP M 
DenaceTOPz_M_B B TOP M 
DesindTOPz_X_B B TOP X 
DeskamRGa_T_A A RG T 
DeskamRGb_T_A A RG T 
DeskamTOPz_T_A A TOP T 
DesmucRGa_T_A A RG T 
DesmucRGb_T_A A RG T 
DesmucTOPz_T_A A TOP T 
DespsyTOPz_P_B B TOP P 
DesvulTOPz_M_B B TOP M 
DicdisTOPa_M_E E TOP M 
DicdisTOPb_M_E E TOP M 
DicnodTOPz_M_B B TOP M 
DictheRGz_T_B B RG T 
DictheTOPz_T_B B TOP T 
DromelTOPa_M_E E TOP M 
DromelTOPb_M_E E TOP M 
DyaferTOPa_M_B B TOP M 
DyaferTOPb_M_B B TOP M 
EluminTOPz_M_B B TOP M 
EnccunTOPz_M_E E TOP M 
EryrhuTOPz_M_B B TOP M 
EsccolTOPa_M_B B TOP M 
EsccolTOPb_M_B B TOP M 
FerplaRGz_M_A A RG M 
FerplaTOPz_M_A A TOP M 
FibsucTOPa_M_B B TOP M 
FibsucTOPb_M_B B TOP M 
FratulTOPz_M_B B TOP M 
FusnucTOPa_M_B B TOP M 
FusnucTOPb_M_B B TOP M 
GalgalTOPz_M_E E TOP M 
GemaurTOPz_M_B B TOP M 
GeosulTOPz_M_B B TOP M 
GeotheTOPa_T_B B TOP T 
GeotheTOPb_T_B B TOP T 
GeotheTOPc_T_B B TOP T 
GlovioTOPa_M_B B TOP M 
GlovioTOPb_M_B B TOP M 
GraforTOPz_M_B B TOP M 
HaeinfTOPa_M_B B TOP M 
HaeinfTOPb_M_B B TOP M 
HalborTOPz_H_A A TOP H 
HalhisTOPz_H_A A TOP H 
HaljeoTOPz_H_A A TOP H 
HallacTOPz_M_A A TOP M 
HalmarTOPz_M_A A TOP M 
HalmukTOPz_M_A A TOP M 
HaloreTOPz_T_B B TOP T 
HalsalTOPz_T_A A TOP T 
HalturTOPz_X_A A TOP X 
HalutaTOPz_M_A A TOP M 
HalvolTOPz_M_A A TOP M 
HalwalTOPz_H_A A TOP H 
HalxanTOPz_X_A A TOP X 
HelpylTOPa_M_B B TOP M 
HelpylTOPb_M_B B TOP M 
HeraurTOPz_M_B B TOP M 
HomsapTOPa_M_E E TOP M 
HomsapTOPb_M_E E TOP M 
HypbutRGa_T_A A RG T 
HypbutRGb_T_A A RG T 
HypbutTOPz_T_A A TOP T 
IgnaggRGa_T_A A RG T 
IgnaggRGb_T_A A RG T 
IgnaggTOPz_T_A A TOP T 
IgnhosRGa_T_A A RG T 
IgnhosRGb_T_A A RG T 
IgnhosTOPz_T_A A TOP T 
KinradTOPz_M_B B TOP M 
LacaciTOPz_M_B B TOP M 
LegpneTOPz_M_B B TOP M 
LeibraTOPa_M_E E TOP M 
LeibraTOPb_M_E E TOP M 
LeibraTOPc_M_E E TOP M 
LeiinfTOPa_M_E E TOP M 
LeiinfTOPb_M_E E TOP M 
LeiinfTOPc_M_E E TOP M 
LeimajTOPa_M_E E TOP M 
LeimajTOPb_M_E E TOP M 
LeimajTOPc_M_E E TOP M 
LepborTOPz_M_B B TOP M 
LismonTOPa_M_B B TOP M 
LismonTOPb_M_B B TOP M 
MacmulTOPz_M_E E TOP M 
MagmagTOPz_M_B B TOP M 
Magsp.TOPa_X_B B TOP X 
Magsp.TOPb_X_B B TOP X 
MesfloTOPz_M_B B TOP M 
MetaceTOPa_M_A A TOP M 
MetaceTOPb_M_A A TOP M 
MetaeoTOPz_M_A A TOP M 
MetbarTOPa_M_A A TOP M 
MetbarTOPb_M_A A TOP M 
MetbooTOPz_M_A A TOP M 
MetburTOPa_M_A A TOP M 
MetburTOPb_M_A A TOP M 
MetcapTOPz_T_B B TOP T 
MetconTOPz_X_A A TOP X 
MetcupRGa_X_A A RG X 
MetcupRGb_X_A A RG X 
MetcupTOPz_X_A A TOP X 
MeteveTOPa_T_A A TOP T 
MeteveTOPb_T_A A TOP T 
MetfeiRGz_T_A A RG T 
MetfeiTOPz_T_A A TOP T 
MetferRGz_T_A A RG T 
MetferTOPz_T_A A TOP T 
MetharTOPz_X_A A TOP X 
MethunTOPz_M_A A TOP M 
MetignRGz_X_A A RG X 
MetignTOPz_X_A A TOP X 
MetinfRGz_T_A A RG T 
MetinfTOPz_T_A A TOP T 
MetinfTOPz_T_B B TOP T 
MetjanRGz_T_A A RG T 
MetjanTOPz_T_A A TOP T 
MetkanTOPz_T_A A TOP T 
MetlabTOPz_M_A A TOP M 
MetmahTOPa_M_A A TOP M 
MetmahTOPb_M_A A TOP M 
MetmapTOPz_M_A A TOP M 
MetmarTOPz_M_A A TOP M 
MetmarTOPz_T_A A TOP T 
MetmazTOPa_M_A A TOP M 
MetmazTOPb_M_A A TOP M 
MetokiRGz_T_A A RG T 
MetokiTOPz_T_A A TOP T 
MetpalTOPa_X_A A TOP X 
MetpalTOPb_X_A A TOP X 
MetpalTOPz_M_A A TOP M 
MetpetTOPz_M_A A TOP M 
MetrumTOPz_M_A A TOP M 
MetsedRGa_T_A A RG T 
MetsedRGb_T_A A RG T 
MetsedTOPz_T_A A TOP T 
MetsmiTOPz_M_A A TOP M 
Metsp.RGz_T_A A RG T 
Metsp.TOPz_M_A A TOP M 
Metsp.TOPz_T_A A TOP T 
Metsp.TOPz_X_B B TOP X 
MetstaTOPz_M_A A TOP M 
MettheTOPz_T_A A TOP T 
MettheTOPz_X_A A TOP X 
MetvanTOPz_M_A A TOP M 
MetvolTOPz_M_A A TOP M 
MetvulRGz_T_A A RG T 
MetvulTOPz_T_A A TOP T 
MetzhiTOPa_X_A A TOP X 
MetzhiTOPb_X_A A TOP X 
MicaerTOPz_M_B B TOP M 
MusmusTOPa_M_E E TOP M 
MusmusTOPb_M_E E TOP M 
MusmusTOPc_M_E E TOP M 
MycpneTOPz_M_B B TOP M 
MyctubTOPz_M_B B TOP M 
NatmagTOPz_M_A A TOP M 
NatphaTOPz_X_A A TOP X 
NattheTOPz_T_B B TOP T 
NauproRGz_M_B B RG M 
NauproTOPz_M_B B TOP M 
NeigonTOPz_M_B B TOP M 
NeimenTOPz_M_B B TOP M 
NeqRGz_T_A_NN N _T _ 
NeqT1z_T_A_NN N _T _ 
NiteutTOPa_X_B B TOP X 
NiteutTOPb_X_B B TOP X 
Nitsp.RGz_T_B B RG T 
Nitsp.TOPz_T_B B TOP T 
NitwatTOPz_X_B B TOP X 
Nossp.TOPa_M_B B TOP M 
Nossp.TOPb_M_B B TOP M 
OpiterTOPa_M_B B TOP M 
OpiterTOPb_M_B B TOP M 
ParberTOPz_M_B B TOP M 
PedhepTOPa_M_B B TOP M 
PedhepTOPb_M_B B TOP M 
PhezucTOPz_M_B B TOP M 
PictorTOPz_T_A A TOP T 
PirstaTOPz_M_B B TOP M 
PlafalTOPz_M_E E TOP M 
PolgilTOPz_X_B B TOP X 
PorginTOPa_M_B B TOP M 
PorginTOPb_M_B B TOP M 
PorginTOPc_M_B B TOP M 
PromarTOPz_M_B B TOP M 
PseaerTOPz_M_B B TOP M 
PsefluTOPa_M_B B TOP M 
PsefluTOPb_M_B B TOP M 
PsyarcTOPz_P_B B TOP P 
Pybsp.RGz_X_A A RG X 
Pybsp.TOPz_X_A A TOP X 
PyrabyRGz_T_A A RG T 
PyrabyTOPz_T_A A TOP T 
PyraerRGz_T_A A RG T 
PyraerTOPz_T_A A TOP T 
PyrarsRGz_T_A A RG T 
PyrarsTOPz_T_A A TOP T 
PyrcalRGz_T_A A RG T 
PyrcalTOPz_T_A A TOP T 
PyrfumRGa_T_A A RG T 
PyrfumRGb_T_A A RG T 
PyrfumTOPz_T_A A TOP T 
PyrfurRGz_T_A A RG T 
PyrfurTOPz_T_A A TOP T 
PyrhorRGz_T_A A RG T 
PyrhorTOPz_T_A A TOP T 
PyrislRGz_T_A A RG T 
PyrislTOPz_T_A A TOP T 
PyrkodRGz_X_A A RG X 
PyrkodTOPz_X_A A TOP X 
Pyrsp.RGz_X_A A RG X 
Pyrsp.TOPz_X_A A TOP X 
PyryayRGz_X_A A RG X 
PyryayTOPz_X_A A TOP X 
RatnorTOPz_M_E E TOP M 
RhobalTOPz_M_B B TOP M 
RicproTOPz_M_B B TOP M 
RicricTOPz_M_B B TOP M 
RosdenTOPz_M_B B TOP M 
RubxylTOPa_T_B B TOP T 
RubxylTOPb_T_B B TOP T 
SaccerTOPz_M_E E TOP M 
SalchoTOPa_X_B B TOP X 
SalchoTOPb_X_B B TOP X 
SalrubTOPz_M_B B TOP M 
SaltypTOPa_M_B B TOP M 
SaltypTOPb_M_B B TOP M 
SelT1z_M_B_Cc c _M _ 
ShebalTOPa_H_B B TOP H 
ShebalTOPb_H_B B TOP H 
ShiboyTOPa_M_B B TOP M 
ShiboyTOPb_M_B B TOP M 
SidlitTOPz_M_B B TOP M 
SphtheTOPz_X_B B TOP X 
StaaurTOPa_M_B B TOP M 
StaaurTOPb_M_B B TOP M 
StahelRGa_T_A A RG T 
StahelRGb_T_A A RG T 
StahelTOPz_T_A A TOP T 
StamarRGa_T_A A RG T 
StamarRGb_T_A A RG T 
StamarTOPz_T_A A TOP T 
StragaTOPz_M_B B TOP M 
StrpneTOPz_M_B B TOP M 
StrpyoTOPz_M_B B TOP M 
StrtheTOPz_M_B B TOP M 
SulaciRGa_T_A A RG T 
SulaciRGb_T_A A RG T 
SulaciTOPz_T_A A TOP T 
SulislRGa_T_A A RG T 
SulislRGb_T_A A RG T 
SulislTOPz_T_A A TOP T 
SulsolRGa_T_A A RG T 
SulsolRGb_T_A A RG T 
SulsolTOPz_T_A A TOP T 
SultokRGa_T_A A RG T 
SultokRGb_T_A A RG T 
SultokTOPz_T_A A TOP T 
Sycsp.TOPz_M_B B TOP M 
SymtheTOPa_T_B B TOP T 
SymtheTOPb_T_B B TOP T 
Synsp.TOPz_M_B B TOP M 
TheaciTOPz_T_A A TOP T 
TheaggRGa_T_A A RG T 
TheaggRGb_T_A A RG T 
TheaggTOPz_T_A A TOP T 
ThebarRGz_X_A A RG X 
ThebarTOPz_X_A A TOP X 
ThefusTOPz_T_B B TOP T 
ThegamRGz_T_A A RG T 
ThegamTOPz_T_A A TOP T 
ThemarRGz_T_B B RG T 
ThemarTOPz_T_B B TOP T 
TheneuRGz_T_A A RG T 
TheneuTOPz_T_A A TOP T 
TheonnRGz_T_A A RG T 
TheonnTOPz_T_A A TOP T 
ThepenRGz_T_A A RG T 
ThepenTOPz_T_A A TOP T 
TherosTOPz_T_B B TOP T 
ThesibRGz_T_A A RG T 
ThesibTOPz_T_A A TOP T 
Thesp.RGz_T_A A RG T 
Thesp.RGz_X_B B RG X 
Thesp.TOPz_T_A A TOP T 
Thesp.TOPz_X_B B TOP X 
ThetenRGz_T_B B RG T 
ThetenRGz_X_A A RG X 
ThetenTOPz_T_B B TOP T 
ThetenTOPz_X_A A TOP X 
TheterTOPz_T_B B TOP T 
ThethmRGz_T_B B RG T 
ThethmTOPz_T_B B TOP T 
TheuzoRGz_X_A A RG X 
TheuzoTOPz_X_A A TOP X 
ThevolTOPz_T_A A TOP T 
TheyelTOPz_T_B B TOP T 
ThidenTOPz_M_B B TOP M 
TrepalTOPz_M_B B TOP M 
TrieryTOPz_X_B B TOP X 
UncmetTOPa_X_A A TOP X 
UncmetTOPb_X_A A TOP X 
UstmayTOPz_M_E E TOP M 
VeiparTOPa_M_B B TOP M 
VeiparTOPb_M_B B TOP M 
VibchoTOPa_M_B B TOP M 
VibchoTOPb_M_B B TOP M 
VuldisRGz_T_A A RG T 
VuldisTOPz_T_A A TOP T 
VulmouRGz_X_A A RG X 
VulmouTOPz_X_A A TOP X 
XanoryTOPz_M_B B TOP M 
XenlaeTOPz_M_E E TOP M 
YerpesTOPa_M_B B TOP M 
YerpesTOPb_M_B B TOP M 
ZymmobTOPz_M_B B TOP M 
