Nombre de groupes :  25 
Ligne : Groupe ID_proteine nom_proteine
##############################################
# Singletons -  1  proteines
0  1173 AT5G61660_135_residues_endo._reticulum 
##############################################
# Groupe  1  -  861  proteines
1   1 ATMG00990_120_residues_endo._reticulum 
1   5 AT3G45275_115_residues_endo._reticulum 
1   6 AT3G01322_105_residues_endo._reticulum 
1   7 AT1G45215_116_residues_endo._reticulum 
1   9 AT3G13437_71_residues_endo._reticulum 
1   10 AT1G65845_105_residues_endo._reticulum 
1   11 AT1G68795_119_residues_endo._reticulum 
1   12 AT2G14846_100_residues_endo._reticulum 
1   13 AT2G02498_109_residues_endo._reticulum 
1   14 AT5G58375_86_residues_endo._reticulum 
1   15 AT5G22875_70_residues_endo._reticulum 
1   16 AT2G25305_84_residues_endo._reticulum 
1   17 AT1G77093_79_residues_endo._reticulum 
1   18 AT1G66145_102_residues_endo._reticulum 
1   19 AT5G39493_133_residues_endo._reticulum 
1   20 AT1G48140_90_residues_endo._reticulum 
1   21 AT5G39365_90_residues_endo._reticulum 
1   22 AT2G41415_75_residues_endo._reticulum 
1   23 AT3G49780_80_residues_endo._reticulum 
1   24 AT3G53980_115_residues_endo._reticulum 
1   25 AT5G46871_79_residues_endo._reticulum 
1   26 AT4G10115_97_residues_endo._reticulum 
1   27 AT2G19146_96_residues_endo._reticulum 
1   28 AT2G07701_107_residues_endo._reticulum 
1   30 AT1G77350_123_residues_endo._reticulum 
1   31 AT5G36720_88_residues_endo._reticulum 
1   34 ATMG00680_123_residues_endo._reticulum 
1   35 AT3G07005_79_residues_endo._reticulum 
1   36 AT4G11760_97_residues_endo._reticulum 
1   37 AT1G14755_79_residues_endo._reticulum 
1   38 AT4G29548_72_residues_endo._reticulum 
1   39 AT1G11572_90_residues_endo._reticulum 
1   40 AT3G25170_77_residues_endo._reticulum 
1   42 AT5G46877_88_residues_endo._reticulum 
1   43 AT1G34820_93_residues_endo._reticulum 
1   45 AT5G48490_102_residues_endo._reticulum 
1   46 AT4G20420_143_residues_endo._reticulum 
1   47 AT3G61177_76_residues_endo._reticulum 
1   48 AT2G19045_73_residues_endo._reticulum 
1   50 AT1G55546_132_residues_endo._reticulum 
1   51 AT1G12090_138_residues_endo._reticulum 
1   56 AT5G15000_99_residues_endo._reticulum 
1   57 AT2G31940_121_residues_endo._reticulum 
1   58 AT2G05335_102_residues_endo._reticulum 
1   59 AT3G22415_68_residues_endo._reticulum 
1   60 AT5G38197_97_residues_endo._reticulum 
1   61 AT1G24520_120_residues_endo._reticulum 
1   63 AT2G06166_104_residues_endo._reticulum 
1   64 AT2G41905_62_residues_endo._reticulum 
1   66 AT3G03826_76_residues_endo._reticulum 
1   71 AT5G19315_81_residues_endo._reticulum 
