Nombre de groupes :  15 
Ligne : Groupe ID_proteine nom_proteine
##############################################
# Singletons -  0  proteines
0  NA NA 
0    
##############################################
# Groupe  1  -  402  proteines
1   1 AcamarTOPa_M_B 
1   2 AcamarTOPb_M_B 
1   4 AcearaTOPz_X_B 
1   6 AcewooTOPz_X_B 
1   7 AchlaiTOPz_M_B 
1   17 AcicalE1TOPc_X_B 
1   19 AcicapTOPz_M_B 
1   26 AciferE1TOPb_M_B 
1   28 AciferE2TOPz_M_B 
1   30 AciferE3TOPb_X_B 
1   36 AciintTOPz_X_B 
1   45 Acisp.TOPa_X_B 
1   73 AliaciTOPz_t_B 
1   81 AlkehrTOPz_X_B 
1   84 AlkmetTOPc_M_B 
1   86 AlkoreTOPb_M_B 
1   88 AllvinTOPz_M_B 
1   90 AmicolTOPz_M_B 
1   92 AmmdegTOPz_t_B 
1   95 AnacenTOPz_M_B 
1   96 AnadehTOPz_M_B 
1   97 AnamarTOPz_X_B 
1   98 AnaphaTOPz_M_B 
1   99 AnapreTOPz_X_B 
1   100 Anasp.TOPz_X_B 
1   101 AnatheTOPz_X_B 
1   102 AnavarTOPa_X_B 
1   103 AnavarTOPb_X_B 
1   106 AquaeoTOPa_T_B 
1   109 ArathaTOPa_X_E 
1   127 ArtplaTOPz_X_B 
1   129 Artsp.TOPz_X_B 
1   131 AstyelTOPz_M_B 
1   132 AtethaTOPz_X_B 
1   176 BacmarTOPz_X_B 
1   224 BaucicTOPz_X_B 
1   225 BdebacTOPz_X_B 
1   236 Blasp.TOPz_X_B 
1   237 BorafzTOPa_X_B 
1   238 BorafzTOPb_X_B 
1   240 BorbisTOPz_M_B 
1   242 BorburTOPz_M_B 
1   243 BordutTOPz_P_B 
1   244 BorgarTOPz_M_B 
1   245 BorherTOPz_M_B 
1   252 BorrecTOPz_M_B 
1   253 BorturTOPz_M_B 
1   256 BrahyoTOPz_M_B 
1   257 BraintTOPz_X_B 
1   259 BramurTOPz_M_B 
1   260 BrapilTOPz_X_B 
1   272 BucaphTOPz_X_B 
1   290 ButfibTOPz_M_B 
1   292 ButproTOPb_M_B 
1   295 CalbesTOPz_t_B 
1   297 CalhydTOPz_T_B 
1   299 CalkriTOPz_T_B 
1   301 CalkroTOPz_X_B 
1   303 CallacTOPz_t_B 
1   306 CalnitTOPz_t_B 
1   308 CalobsTOPz_T_B 
1   310 CaloweTOPz_T_B 
1   312 CalsacTOPz_t_B 
1   313 CamconTOPz_X_B 
1   314 CamcurTOPz_M_B 
1   315 CamfetTOPz_X_B 
1   317 CamhomTOPb_M_B 
1   318 CamjejTOPz_X_B 
1   319 CamlarTOPz_X_B 
1   321 CammedTOPz_t_B 
1   322 CanArtTOPz_X_B 
1   325 CanMetTOPz_X_B 
