Nombre de groupes :  30 
Ligne : Groupe ID_proteine nom_proteine
##############################################
# Singletons -  0  proteines
0  NA NA 
0    
##############################################
# Groupe  1  -  16  proteines
1   1 AcamarTOPa_M_B 
1   2 AcamarTOPb_M_B 
1   4 AcibooTOPz_T_A 
1   49 BacfraTOPc_M_B 
1   61 CamjejTOPz_M_B 
1   93 DesmucRGb_T_A 
1   129 HalborTOPz_H_A 
1   180 MetbarTOPb_M_A 
1   192 MetfeiTOPz_T_A 
1   249 NeimenTOPz_M_B 
1   267 PlafalTOPz_M_E 
1   268 PolgilTOPz_X_B 
1   280 PyrabyTOPz_T_A 
1   340 SulsolRGa_T_A 
1   363 TheonnRGz_T_A 
1   394 VibchoTOPb_M_B 
##############################################
# Groupe  2  -  13  proteines
2   3 AcibooRGz_T_A 
2   5 AcicapTOPz_M_B 
2   8 AciferTOPb_M_B 
2   130 HalhisTOPz_H_A 
2   158 LegpneTOPz_M_B 
2   161 LeibraTOPc_M_E 
2   212 MetmazTOPb_M_A 
2   223 MetsmiTOPz_M_A 
2   291 PyrfurTOPz_T_A 
2   307 RubxylTOPa_T_B 
2   316 ShebalTOPa_H_B 
2   324 StahelRGa_T_A 
2   333 StrtheTOPz_M_B 
##############################################
# Groupe  3  -  11  proteines
3   6 AcicelTOPz_T_B 
3   9 AciferTOPc_M_B 
3   11 AcihosRGa_X_A 
3   82 DaucarTOPz_M_E 
3   84 Dehsp.TOPz_M_B 
3   131 HaljeoTOPz_H_A 
3   191 MetfeiRGz_T_A 
3   236 MetzhiTOPb_X_A 
3   293 PyrhorTOPz_T_A 
3   350 TheaciTOPz_T_A 
3   378 TheterTOPz_T_B 
##############################################
# Groupe  4  -  11  proteines
4   7 AciferTOPa_M_B 
4   12 AcihosRGb_X_A 
4   13 AcihosTOPz_X_A 
4   126 GraforTOPz_M_B 
4   132 HallacTOPz_M_A 
4   145 HomsapTOPa_M_E 
4   253 NiteutTOPb_X_B 
4   287 PyrfumRGa_T_A 
4   297 PyrkodTOPz_X_A 
4   383 ThevolTOPz_T_A 
4   392 VeiparTOPb_M_B 
##############################################
# Groupe  5  -  27  proteines
5   10 AciferTOPz_T_B 
5   14 AcisacRGz_T_A 
5   15 AcisacTOPz_T_A 
5   123 GeotheTOPc_T_B 
5   124 GlovioTOPa_M_B 
5   133 HalmarTOPz_M_A 
5   163 LeiinfTOPb_M_E 
5   168 LepborTOPz_M_B 
5   182 MetburTOPa_M_A 
5   198 MetignTOPz_X_A 
5   217 MetpalTOPz_M_A 
5   240 MusmusTOPc_M_E 
5   256 NitwatTOPz_X_B 
5   260 OpiterTOPb_M_B 
5   274 PsefluTOPa_M_B 
5   285 PyrcalRGz_T_A 
5   299 Pyrsp.TOPz_X_A 
