Nombre de groupes :  45 
Ligne : Groupe ID_proteine nom_proteine
##############################################
# Singletons -  1  proteines
0  264 ThenauRGz_X_A_W8NZH4_Thermococcus_nautili. 
##############################################
# Groupe  1  -  4  proteines
1   1 PalpacTOPz_X_A_A0A075LS84_Palaeococcus_pacificus_DY20341. 
1   3 CanNitTOPz_X_A_A0A075MM36_Candidatus_Nitrososphaera_evergladensis_SR1. 
1   4 ArcfulTOPz_T_A_A0A075WFN2_Archaeoglobus_fulgidus_DSM_8774. 
1   193 NitgarTOPz_X_A_K0IBM4_Nitrososphaera_gargensis_(strain_Ga9.2). 
##############################################
# Groupe  2  -  11  proteines
2   2 PalpacRGz_X_A_A0A075LZI4_Palaeococcus_pacificus_DY20341. 
2   10 TheeurRGz_X_A_A0A097QUC2_Thermococcus_eurythermalis. 
2   71 TheonnTOPz_T_A_B6YTB3_Thermococcus_onnurineus_(strain_NA1). 
2   72 TheonnRGz_T_A_B6YTC9_Thermococcus_onnurineus_(strain_NA1). 
2   79 ThegamRGz_T_A_C5A7G9_Thermococcus_gammatolerans_(strain_DSM_15229_/_JCM_11827_/_EJ3). 
2   82 HalutaTOPz_M_A_C7NPP6_Halorhabdus_utahensis_(strain_DSM_12940_/_JCM_11049_/_AX-2). 
2   131 ThebarTOPz_X_A_F0LKH1_Thermococcus_barophilus_(strain_DSM_11836_/_MP). 
2   153 PyryayTOPz_X_A_F8AHG4_Pyrococcus_yayanosii_(strain_CH1_/_JCM_16557). 
2   163 Thesp.TOPz_X_A_G0HNL2_Thermococcus_sp._(strain_CGMCC_1.5172_/_4557). 
2   233 ThekodTOPz_T_A_Q5JE24_Thermococcus_kodakarensis_(strain_ATCC_BAA-918_/_JCM_12380_/_KOD1)_(Pyrococcus_kodakaraensis_(strain_KOD1)). 
2   262 ThenauTOPz_X_A_W8NZE5_Thermococcus_nautili. 
##############################################
# Groupe  3  -  18  proteines
3   5 ArcfulRGz_T_A_A0A075WJY4_Archaeoglobus_fulgidus_DSM_8774. 
3   13 CanMetTOPz_X_A_A0A0A7LFL8_Candidatus_Methanoplasma_termitum. 
3   14 Halsp.E1TOPz_X_A_A0A0B5GGX8_Haloarcula_sp._CBA1115. 
3   16 SulsolE1RGb_X_A_A0A0E3GUZ3_Sulfolobus_solfataricus. 
3   44 MetmarE1TOPz_M_A_A3CTK3_Methanoculleus_marisnigri_(strain_ATCC_35101_/_DSM_1498_/_JR1). 
3   45 StamarRGa_T_A_A3DN56_Staphylothermus_marinus_(strain_ATCC_43588_/_DSM_3639_/_JCM_9404_/_F1). 
3   95 FerplaTOPz_X_A_D3RZ54_Ferroglobus_placidus_(strain_DSM_10642_/_AEDII12DO). 
