Nombre de groupes :  10 
Ligne : Groupe ID_proteine nom_proteine
##############################################
# Singletons -  1  proteines
0  264 ThenauRGz_X_A_W8NZH4_Thermococcus_nautili. 
##############################################
# Groupe  1  -  99  proteines
1   1 PalpacTOPz_X_A_A0A075LS84_Palaeococcus_pacificus_DY20341. 
1   3 CanNitTOPz_X_A_A0A075MM36_Candidatus_Nitrososphaera_evergladensis_SR1. 
1   4 ArcfulTOPz_T_A_A0A075WFN2_Archaeoglobus_fulgidus_DSM_8774. 
1   6 MetbatRGz_X_A_A0A076LI67_Methanocaldococcus_bathoardescens. 
1   7 MetbatTOPz_X_A_A0A076LKY0_Methanocaldococcus_bathoardescens. 
1   12 GeoaceTOPz_X_A_A0A0A7GF84_Geoglobus_acetivorans. 
1   17 MettheTOPa_t_A_A0A0E3H9Z7_Methanosarcina_thermophila_CHTI-55. 
1   19 MetvacTOPb_X_A_A0A0E3LHR5_Methanosarcina_vacuolata_Z-761. 
1   22 MettheTOPb_t_A_A0A0E3NGE0_Methanosarcina_thermophila_CHTI-55. 
1   37 PyrislRGz_t_A_A1RTX8_Pyrobaculum_islandicum_(strain_DSM_4184_/_JCM_9189_/_GEO3). 
1   39 ThepenTOPz_T_A_A1RYK6_Thermofilum_pendens_(strain_Hrk_5). 
1   40 HypbutRGa_T_A_A2BJC9_Hyperthermus_butylicus_(strain_DSM_5456_/_JCM_9403_/_PLM1-5). 
1   41 HypbutTOPz_T_A_A2BLA3_Hyperthermus_butylicus_(strain_DSM_5456_/_JCM_9403_/_PLM1-5). 
1   43 MetlabTOPz_M_A_A2SSK2_Methanocorpusculum_labreanum_(strain_ATCC_43576_/_DSM_4855_/_Z). 
1   46 StamarRGb_T_A_A3DNK7_Staphylothermus_marinus_(strain_ATCC_43588_/_DSM_3639_/_JCM_9404_/_F1). 
1   47 StamarTOPz_T_A_A3DP02_Staphylothermus_marinus_(strain_ATCC_43588_/_DSM_3639_/_JCM_9404_/_F1). 
1   48 PyrcalRGz_T_A_A3MU01_Pyrobaculum_calidifontis_(strain_JCM_11548_/_VA1). 
1   52 MetsedTOPz_t_A_A4YF11_Metallosphaera_sedula_(strain_ATCC_51363_/_DSM_5348). 
1   53 MetsedRGb_t_A_A4YHK1_Metallosphaera_sedula_(strain_ATCC_51363_/_DSM_5348). 
1   54 MetsedRGa_t_A_A4YIX2_Metallosphaera_sedula_(strain_ATCC_51363_/_DSM_5348). 
1   55 MetsmiTOPz_X_A_A5UL44_Methanobrevibacter_smithii_(strain_PS_/_ATCC_35061_/_DSM_861). 
1   60 IgnhosRGa_T_A_A8A9J9_Ignicoccus_hospitalis_(strain_KIN4/I_/_DSM_18386_/_JCM_14125). 
