Nombre de groupes :  10 
Ligne : Groupe ID_proteine nom_proteine
##############################################
# Singletons -  1  proteines
0  2255 ThenauRGz_X_A_W8NZH4 
##############################################
# Groupe  1  -  416  proteines
1   1 ThenauRGz_X_A_W8NZH4 
1   2 BacbomTOPb_X_B_A0A02 
1   3 BacbomTOPc_X_B_A0A02 
1   4 BacbomTOPa_X_B_A0A02 
1   18 KossacTOPb_X_B_A0A05 
1   21 RholacTOPz_X_B_A0A06 
1   36 XendouTOPc_X_B_A0A06 
1   39 NeogalTOPz_X_B_A0A06 
1   43 Virsp.TOPc_X_B_A0A07 
1   44 DyejapTOPz_X_B_A0A07 
1   49 TeraidTOPb_X_B_A0A07 
1   51 AltausTOPz_X_B_A0A07 
1   59 BacdorTOPd_X_B_A0A07 
1   62 BacdorTOPa_X_B_A0A07 
1   75 CorureTOPz_X_B_A0A07 
1   85 PsemosTOPa_X_B_A0A08 
1   86 Corsp.TOPz_X_B_A0A08 
1   98 PaegraTOPc_X_B_A0A08 
1   100 MetoryTOPz_X_B_A0A08 
1   101 Prosp.TOPz_M_B_A0A08 
1   102 CednetTOPb_X_B_A0A08 
1   121 LachokTOPz_X_B_A0A0A 
1   122 ClobarTOPa_X_B_A0A0A 
1   124 ClobarTOPb_X_B_A0A0A 
1   126 BifkasTOPb_X_B_A0A0A 
1   139 BorchiTOPz_X_B_A0A0A 
1   150 CaminsTOPz_X_B_A0A0A 
1   154 StahyiTOPb_X_B_A0A0A 
1   155 MetcaeTOPz_X_B_A0A0A 
1   159 ParmicTOPb_X_B_A0A0B 
1   161 RhigalTOPz_X_B_A0A0B 
1   162 AlcpacTOPb_X_B_A0A0B 
1   166 Jeosp.TOPa_X_B_A0A0B 
1   168 GeopicTOPz_X_B_A0A0B 
1   171 PsebalTOPb_X_B_A0A0B 
1   175 StrvieTOPz_X_B_A0A0B 
1   180 MyrproTOPa_X_B_A0A0B 
1   182 YerfreTOPb_M_B_A0A0B 
1   191 SiazeaTOPb_X_B_A0A0C 
1   206 LacaceTOPz_X_B_A0A0D 
1   212 PsechlTOPa_X_B_A0A0E 
1   216 VerbacTOPz_X_B_A0A0E 
1   217 PanoxaTOPz_X_B_A0A0E 
1   222 BurcepTOPz_X_B_A0A0E 
1   225 CitamaTOPa_X_B_A0A0F 
1   228 YerpesTOPa_X_B_A0A0H 
1   233 EntcloTOPb_M_B_A0A0H 
1   235 EntcloTOPa_M_B_A0A0H 
1   237 BacatrTOPa_M_B_A0A0H 
1   244 KleoxyTOPa_M_B_A0A0H 
1   245 KleoxyTOPb_M_B_A0A0H 
1   248 Pecsp.TOPb_X_B_A0A0H 
1   250 Synsp.TOPz_M_B_A0A0H 
1   252 BorbroTOPz_M_B_A0A0H 
