Nombre de groupes :  34 
Ligne : Groupe ID_proteine nom_proteine
##############################################
# Singletons -  24  proteines
0  28 ArathaTOPb_M_E 
0  81 DaucarTOPz_M_E 
0  100 DictheTOPz_T_B 
0  110 FerplaRGz_M_A 
0  134 HaloreTOPz_T_B 
0  150 IgnaggRGb_T_A 
0  153 IgnhosRGb_T_A 
0  167 LepborTOPz_M_B 
0  170 MacmulTOPz_M_E 
0  183 MetcapTOPz_T_B 
0  190 MetfeiRGz_T_A 
0  192 MetferRGz_T_A 
0  201 MetjanRGz_T_A 
0  237 MusmusTOPa_M_E 
0  249 NeqRGz_T_A_NN 
0  253 Nitsp.RGz_T_B 
0  254 Nitsp.TOPz_T_B 
0  264 PictorTOPz_T_A 
0  274 PsefluTOPb_M_B 
0  276 Pybsp.RGz_X_A 
0  333 SulaciRGa_T_A 
0  357 ThegamTOPz_T_A 
0  372 Thesp.TOPz_X_B 
0  403 ZymmobTOPz_M_B 
##############################################
# Groupe  1  -  2  proteines
1   1 AcamarTOPb_M_B 
1   142 HelpylTOPb_M_B 
##############################################
# Groupe  2  -  47  proteines
2   2 AcibooRGz_T_A 
2   5 AcicelTOPz_T_B 
2   6 AciferTOPa_M_B 
2   7 AciferTOPb_M_B 
2   10 AcihosRGa_X_A 
2   19 AersalTOPb_M_B 
2   22 AmicolTOPz_M_B 
2   23 AnathmTOPz_X_B 
2   24 AquaeoRGa_T_B 
2   27 ArathaTOPa_M_E 
2   39 AtoparTOPz_M_B 
2   41 BacantTOPb_M_B 
2   44 BaccerTOPb_M_B 
2   47 BacfraTOPb_M_B 
2   51 BarbacTOPz_M_B 
2   52 BaucicTOPz_X_B 
2   53 BorburTOPz_M_B 
2   55 CaeeleTOPz_M_E 
2   60 CamjejTOPz_M_B 
2   61 CammedRGz_T_B 
2   63 CanalbTOPz_M_E 
2   66 ChllimTOPz_M_B 
2   67 ChlpneTOPz_X_B 
2   68 ChrvioTOPz_M_B 
2   69 CloperTOPa_M_B 
2   71 CloperTOPc_M_B 
2   74 CordipTOPz_M_B 
2   75 CoxburTOPz_M_B 
2   76 CrigriTOPz_M_E 
2   80 Cyasp.TOPb_M_B 
2   83 Dehsp.TOPz_M_B 
2   84 DeigeoTOPz_M_B 
2   85 DeiradTOPz_M_B 
2   86 DenaceTOPz_M_B 
2   87 DesindTOPz_X_B 
2   88 DeskamRGa_T_A 
2   105 EluminTOPz_M_B 
2   108 EsccolTOPa_M_B 
2   115 FusnucTOPa_M_B 
2   119 GeosulTOPz_M_B 
2   120 GeotheTOPa_T_B 
2   124 GlovioTOPb_M_B 
2   125 GraforTOPz_M_B 
2   126 HaeinfTOPa_M_B 
2   143 HeraurTOPz_M_B 
2   156 LacaciTOPz_M_B 
