Nombre de groupes :  30 
Ligne : Groupe ID_proteine nom_proteine
##############################################
# Singletons -  13  proteines
0  28 ArathaTOPa_M_E 
0  53 BaucicTOPz_X_B 
0  54 BorburTOPz_M_B 
0  70 CloperTOPa_M_B 
0  125 GlovioTOPb_M_B 
0  162 LeiinfTOPa_M_E 
0  168 LepborTOPz_M_B 
0  175 MesfloTOPz_M_B 
0  241 MycpneTOPz_M_B 
0  251 NeqT1z_T_A_NN 
0  265 PictorTOPz_T_A 
0  275 PsefluTOPb_M_B 
0  366 ThepenTOPz_T_A 
##############################################
# Groupe  1  -  2  proteines
1   1 AcamarTOPa_M_B 
1   258 Nossp.TOPb_M_B 
##############################################
# Groupe  2  -  12  proteines
2   2 AcamarTOPb_M_B 
2   39 ArtplaTOPz_M_B 
2   80 Cyasp.TOPa_M_B 
2   237 MicaerTOPz_M_B 
2   257 Nossp.TOPa_M_B 
2   272 PromarTOPz_M_B 
2   303 RhobalTOPz_M_B 
2   312 SalrubTOPz_M_B 
2   315 SelT1z_M_B_Cc 
2   346 Sycsp.TOPz_M_B 
2   349 Synsp.TOPz_M_B 
2   387 TrieryTOPz_X_B 
##############################################
# Groupe  3  -  59  proteines
3   3 AcibooRGz_T_A 
3   11 AcihosRGa_X_A 
3   12 AcihosRGb_X_A 
3   14 AcisacRGz_T_A 
3   16 AerperRGa_T_A 
3   17 AerperRGb_T_A 
3   25 AquaeoRGa_T_B 
3   26 AquaeoRGb_T_B 
3   31 ArcfulRGz_T_A 
3   33 ArcproRGz_T_A 
3   35 ArcvenRGz_T_A 
3   57 CalmaqRGz_T_A 
3   59 CalsacRGz_T_B 
3   62 CammedRGz_T_B 
3   81 Cyasp.TOPb_M_B 
3   89 DeskamRGa_T_A 
3   90 DeskamRGb_T_A 
3   92 DesmucRGa_T_A 
3   93 DesmucRGb_T_A 
3   100 DictheRGz_T_B 
3   111 FerplaRGz_M_A 
3   142 HelpylTOPa_M_B 
3   147 HypbutRGa_T_A 
3   148 HypbutRGb_T_A 
3   150 IgnaggRGa_T_A 
3   151 IgnaggRGb_T_A 
3   153 IgnhosRGa_T_A 
3   154 IgnhosRGb_T_A 
3   186 MetcupRGa_X_A 
3   187 MetcupRGb_X_A 
3   191 MetfeiRGz_T_A 
3   220 MetsedRGa_T_A 
3   221 MetsedRGb_T_A 
3   246 NauproRGz_M_B 
3   250 NeqRGz_T_A_NN 
3   254 Nitsp.RGz_T_B 
3   287 PyrfumRGa_T_A 
3   288 PyrfumRGb_T_A 
3   324 StahelRGa_T_A 
3   325 StahelRGb_T_A 
3   327 StamarRGa_T_A 
3   328 StamarRGb_T_A 
3   334 SulaciRGa_T_A 
3   335 SulaciRGb_T_A 
3   337 SulislRGa_T_A 
3   338 SulislRGb_T_A 
