Nombre de groupes :  36 
Ligne : Groupe ID_proteine nom_proteine
##############################################
# Singletons -  13  proteines
0  77 AT2G47930_137_residu 
0  181 AT1G12665_90_residue 
0  213 AT2G26010_81_residue 
0  215 AT4G30660_75_residue 
0  247 AT1G10588_91_residue 
0  252 AT3G43840_85_residue 
0  500 AT5G36310_116_residu 
0  566 AT5G44575_73_residue 
0  686 AT5G44582_93_residue 
0  869 AT5G43525_91_residue 
0  931 AT5G36450_119_residu 
0  1013 AT4G30074_127_residu 
0  1173 AT5G61660_135_residu 
##############################################
# Groupe  1  -  832  proteines
1   1 AT5G61660_135_residu 
1   2 ATMG00990_120_residu 
1   6 AT3G45275_115_residu 
1   7 AT3G01322_105_residu 
1   9 AT2G02120_78_residue 
1   12 AT1G68795_119_residu 
1   13 AT2G14846_100_residu 
1   14 AT2G02498_109_residu 
1   15 AT5G58375_86_residue 
1   16 AT5G22875_70_residue 
1   17 AT2G25305_84_residue 
1   18 AT1G77093_79_residue 
1   19 AT1G66145_102_residu 
1   20 AT5G39493_133_residu 
1   21 AT1G48140_90_residue 
1   22 AT5G39365_90_residue 
1   24 AT3G49780_80_residue 
1   25 AT3G53980_115_residu 
1   26 AT5G46871_79_residue 
1   27 AT4G10115_97_residue 
1   28 AT2G19146_96_residue 
1   30 ATCG00440_121_residu 
1   31 AT1G77350_123_residu 
1   34 AT5G36190_146_residu 
1   35 ATMG00680_123_residu 
1   36 AT3G07005_79_residue 
1   37 AT4G11760_97_residue 
1   38 AT1G14755_79_residue 
1   39 AT4G29548_72_residue 
1   40 AT1G11572_90_residue 
1   41 AT3G25170_77_residue 
1   42 AT4G10767_110_residu 
1   43 AT5G46877_88_residue 
1   45 AT3G09735_74_residue 
1   46 AT5G48490_102_residu 
1   47 AT4G20420_143_residu 
1   48 AT3G61177_76_residue 
1   49 AT2G19045_73_residue 
1   50 AT4G29103_71_residue 
1   51 AT1G55546_132_residu 
1   52 AT1G12090_138_residu 
1   53 AT3G03160_131_residu 
1   54 AT5G40980_70_residue 
1   57 AT5G15000_99_residue 
1   59 AT2G05335_102_residu 
1   60 AT3G22415_68_residue 
1   63 AT4G40042_94_residue 
1   64 AT2G06166_104_residu 
1   66 AT2G05530_116_residu 
1   67 AT3G03826_76_residue 
1   68 AT3G27027_70_residue 
1   69 AT2G47200_89_residue 
1   71 AT1G02620_123_residu 
1   73 AT1G66850_103_residu 
1   74 AT2G41997_90_residue 
1   76 AT4G09090_117_residu 
1   78 AT5G62080_96_residue 
1   79 AT2G05117_91_residue 
1   82 AT4G29300_78_residue 
1   83 AT1G62000_149_residu 
1   84 AT3G22053_150_residu 
1   86 AT3G01324_103_residu 
1   87 AT4G12545_109_residu 
1   88 AT3G54085_79_residue 
